id; similarity
80489; None
80490; None
80491; None
80492; None
80493; None
80494; None
80495; None
80496; None
80497; None
80498; None
80499; None
80500; None
80501; None
80502; None
80503; None
80504; None
80505; Contains PB1 domain.
80506; None
80507; None
80508; None
80509; None
80510; None
80511; None
80512; None
80513; None
80514; None
80515; None
80516; None
80517; None
80518; None
80519; Belongs to the Nudix hydrolase family.
80520; Belongs to the phospholipase D family. C2-PLD subfamily.
80521; None
80522; None
80523; None
80524; None
80525; Belongs to the class-I pyridoxal-phosphate-dependent aminotransferase family.
80526; None
80527; None
80528; None
80529; None
80530; None
80531; None
80532; None
80533; None
80534; None
80535; Belongs to the malate synthase family.
80536; Belongs to the GST superfamily.
80537; None
80538; Belongs to the RecA family.
80539; None
80540; None
80541; None
80542; None
80543; None
80544; None
80545; None
80546; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
80547; None
80548; Contains PIPK domain.
80549; None
80550; None
80551; None
80552; Contains SWIRM domain.
80553; None
80554; None
80555; None
80556; Belongs to the peroxidase family.
80557; None
80558; None
80559; Belongs to the PPP phosphatase family.
80560; None
80561; None
80562; Belongs to the cytochrome c oxidase subunit 2 family.
80563; None
80564; None
80565; None
80566; None
80567; None
80568; None
80569; None
80570; None
80571; None
80572; Belongs to the DNA polymerase type-A family.
80573; None
80574; None
80575; Belongs to the RecA family.
80576; None
80577; None
80578; None
80579; Contains peptidase S8 domain., Contains peptidase Sdomain.
80580; None
80581; None
80582; None
80583; Contains FAT domain., Contains FATC domain., Contains PI3K/PI4K domain.
80584; None
80585; Belongs to the mitochondrial carrier (TC 2.A.29) family.
80586; None
80587; None
80588; None
80589; None
80590; None
80591; None
80592; None
80593; None
80594; Belongs to the polysaccharide lyase 1 family.
80595; None
80596; None
80597; None
80598; None
80599; None
80600; Belongs to the complex I 20 kDa subunit family.
80601; None
80602; None
80603; None
80604; None
80605; None
80606; None
80607; None
80608; None
80609; None
80610; None
80611; None
80612; None
80613; None
80614; None
80615; None
80616; None
80617; None
80618; None
80619; Belongs to the yippee family.
80620; None
80621; None
80622; None
80623; None
80624; None
80625; None
80626; None
80627; None
80628; None
80629; None
80630; None
80631; None
80632; None
80633; None
80634; None
80635; None
80636; Belongs to the polysaccharide lyase 1 family.
80637; None
80638; None
80639; None
80640; None
80641; None
80642; None
80643; None
80644; None
80645; None
80646; Belongs to the polysaccharide lyase 1 family.
80647; None
80648; None
80649; Belongs to the glycosyl hydrolase 16 family.
80650; None
80651; None
80652; None
80653; None
80654; None
80655; None
80656; None
80657; None
80658; None
80659; Belongs to the eIF-3 subunit L family.
80660; None
80661; None
80662; None
80663; None
80664; None
80665; Belongs to the Casparian strip membrane proteins (CASP) family.
80666; None
80667; None
80668; None
80669; Belongs to the alternative oxidase family.
80670; None
80671; None
80672; Belongs to the protein kinase superfamily.
80673; None
80674; Belongs to the ubiquitin-activating E1 family.
80675; None
80676; Belongs to the small heat shock protein (HSP20) family.
80677; Belongs to the ribosomal protein L17P family.
80678; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
80679; None
80680; None
80681; None
80682; None
80683; None
80684; None
80685; None
80686; None
80687; None
80688; None
80689; None
80690; None
80691; None
80692; Belongs to the class-I pyridoxal-phosphate-dependent aminotransferase family.
80693; None
80694; None
80695; None
80696; Belongs to the ATPase alpha/beta chains family.
80697; None
80698; None
80699; None
80700; None
80701; None
80702; None
80703; None
80704; None
80705; None
80706; None
80707; Belongs to the cytidine and deoxycytidylate deaminase family.
80708; None
80709; None
80710; None
80711; None
80712; None
80713; None
80714; None
80715; None
80716; None
80717; None
80718; None
80719; None
80720; None
80721; None
80722; None
80723; None
80724; None
80725; None
80726; None
80727; None
80728; None
80729; Belongs to the peptidase M16 family.
80730; None
80731; None
80732; None
80733; Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin/Fzo/YdjA family., Contains GED domain., Contains dynamin-type G (guanine nucleotide-binding) domain.
80734; None
80735; None
80736; None
80737; None
80738; None
80739; None
80740; None
80741; Belongs to the AAA ATPase family.
80742; None
80743; None
80744; Belongs to the SWEET sugar transporter family.
80745; None
80746; None
80747; None
80748; None
80749; None
80750; None
80751; Belongs to the metallophosphoesterase superfamily. Purple acid phosphatase family.
80752; None
80753; None
80754; None
80755; Contains SCP domain.
80756; None
80757; None
80758; None
80759; None
80760; None
80761; None
80762; None
80763; None
80764; None
80765; None
80766; None
80767; None
80768; None
80769; None
80770; None
80771; None
80772; None
80773; None
80774; None
80775; Belongs to the ATPase C chain family.
80776; None
80777; None
80778; Belongs to the mitochondrial carrier (TC 2.A.29) family.
80779; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
80780; None
80781; Belongs to the mitochondrial carrier (TC 2.A.29) family.
80782; None
80783; Contains START domain.
80784; None
80785; None
80786; None
80787; None
80788; None
80789; None
80790; None
80791; Belongs to the glycosyltransferase 8 family.
80792; None
80793; None
80794; None
80795; None
80796; None
80797; None
80798; Belongs to the actin family.
80799; None
80800; None
80801; None
80802; None
80803; None
80804; None
80805; None
80806; None
80807; None
80808; None
80809; Belongs to the EF-1-beta/EF-1-delta family.
80810; None
80811; None
80812; None
80813; None
80814; Belongs to the histone H2B family.
80815; None
80816; None
80817; None
80818; None
80819; None
80820; None
80821; None
80822; None
80823; Contains FCP1 homology domain., Contains FCPhomology domain.
80824; None
80825; Belongs to the aconitase/IPM isomerase family.
80826; None
80827; None
80828; None
80829; None
80830; Belongs to the UDP-glucose/GDP-mannose dehydrogenase family.
80831; None
80832; None
80833; Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily.
80834; None
80835; None
80836; None
80837; Contains START domain.
80838; None
80839; None
80840; None
80841; None
80842; None
80843; None
80844; None
80845; None
80846; None
80847; None
80848; None
80849; None
80850; None
80851; None
80852; None
80853; None
80854; None
80855; Belongs to the glycosyl hydrolase 31 family.
80856; None
80857; None
80858; None
80859; None
80860; None
80861; None
80862; None
80863; None
80864; None
80865; Belongs to the protein kinase superfamily.
80866; None
80867; Belongs to the TCP-1 chaperonin family.
80868; None
80869; None
80870; None
80871; None
80872; None
80873; None
80874; None
80875; None
80876; None
80877; None
80878; None
80879; None
80880; None
80881; None
80882; Contains RRM (RNA recognition motif) domain.
80883; None
80884; None
80885; None
80886; None
80887; None
80888; None
80889; None
80890; None
80891; None
80892; None
80893; None
80894; None
80895; None
80896; None
80897; Belongs to the ribosomal protein S12P family.
80898; None
80899; None
80900; None
80901; Belongs to the eukaryotic NMN adenylyltransferase family.
80902; Belongs to the protein kinase superfamily.
80903; Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family.
80904; None
80905; None
80906; None
80907; None
80908; None
80909; None
80910; None
80911; None
80912; None
80913; Contains USP domain.
80914; None
80915; None
80916; None
80917; None
80918; Belongs to the protein kinase superfamily.
80919; Belongs to the mitochondrial carrier (TC 2.A.29) family.
80920; Belongs to the group II decarboxylase family.
80921; None
80922; None
80923; None
80924; None
80925; None
80926; None
80927; None
80928; None
80929; None
80930; None
80931; None
80932; Belongs to the ABC transporter superfamily., Belongs to the RNA polymerase beta chain family.
80933; None
80934; None
80935; None
80936; None
80937; Belongs to the mitochondrial carrier (TC 2.A.29) family.
80938; None
80939; None
80940; Belongs to the ribosomal protein L10P family.
80941; None
80942; None
80943; None
80944; Contains NAC domain.
80945; None
80946; None
80947; None
80948; None
80949; Belongs to the RuBisCO large chain family.
80950; None
80951; None
80952; None
80953; None
80954; Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily.
80955; None
80956; None
80957; None
80958; None
80959; None
80960; Contains JmjC domain.
80961; None
80962; Belongs to the glycosyl hydrolase 13 family.
80963; None
80964; None
80965; None
80966; None
80967; Contains CRIB domain.
80968; None
80969; None
80970; Belongs to the ribosomal protein S8e family.
80971; None
80972; None
80973; None
80974; None
80975; None
80976; None
80977; Contains PIPK domain.
80978; None
80979; None
80980; None
80981; None
80982; None
80983; None
80984; None
80985; None
80986; None
80987; None
80988; None
80989; None
80990; None
80991; Contains MHD (mu homology) domain.
80992; None
80993; None
80994; Contains JmjC domain., Contains JmjN domain.
80995; None
80996; None
80997; None
80998; None
80999; None
81000; None
81001; None
81002; None
81003; None
81004; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
81005; None
81006; None
81007; None
81008; None
81009; None
81010; None
81011; None
81012; None
81013; Belongs to the glycosyl hydrolase 14 family.
81014; None
81015; None
81016; None
81017; None
81018; None
81019; None
81020; None
81021; None
81022; None
81023; None
81024; None
81025; None
81026; None
81027; None
81028; None
81029; None
81030; None
81031; None
81032; None
81033; None
81034; Belongs to the eIF-3 subunit F family., Contains 1 MPN (JAB/Mov34) domain.
81035; None
81036; None
81037; Belongs to the group II decarboxylase family.
81038; Belongs to the ribosomal protein L24P family.
81039; None
81040; None
81041; None
81042; None
81043; None
81044; None
81045; None
81046; None
81047; Belongs to the sulfotransferase 1 family.
81048; None
81049; None
81050; None
81051; None
81052; None
81053; None
81054; None
81055; None
81056; Belongs to the class-II aminoacyl-tRNA synthetase family.
81057; None
81058; None
81059; None
81060; None
81061; None
81062; None
81063; None
81064; None
81065; Belongs to the glutathione peroxidase family.
81066; None
81067; None
81068; None
81069; None
81070; None
81071; None
81072; None
81073; None
81074; None
81075; None
81076; None
81077; None
81078; None
81079; None
81080; None
81081; None
81082; None
81083; None
81084; Belongs to the PPP phosphatase family.
81085; None
81086; None
81087; None
81088; None
81089; None
81090; None
81091; Contains NAC domain.
81092; None
81093; None
81094; None
81095; Belongs to the Cu-Zn superoxide dismutase family.
81096; None
81097; None
81098; None
81099; None
81100; None
81101; None
81102; None
81103; Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily.
81104; None
81105; Contains HECT (E6AP-type E3 ubiquitin-protein ligase) domain.
81106; None
81107; Contains helicase ATP-binding domain., Contains helicase C-terminal domain.
81108; Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily.
81109; None
81110; None
81111; None
81112; None
81113; None
81114; None
81115; None
81116; None
81117; None
81118; None
81119; Belongs to the mitochondrial carrier (TC 2.A.29) family.
81120; None
81121; None
81122; None
81123; None
81124; None
81125; None
81126; None
81127; None
81128; None
81129; None
81130; None
81131; None
81132; None
81133; None
81134; None
81135; None
81136; None
81137; None
81138; None
81139; None
81140; None
81141; None
81142; None
81143; None
81144; None
81145; Belongs to the SWEET sugar transporter family.
81146; None
81147; None
81148; Belongs to the cytochrome P450 family.
81149; None
81150; None
81151; Belongs to the ribosomal protein L31P family.
81152; None
81153; None
81154; Belongs to the methyltransferase superfamily. L-isoaspartyl/D-aspartyl protein methyltransferase family.
81155; Belongs to the Casparian strip membrane proteins (CASP) family.
81156; None
81157; None
81158; None
81159; None
81160; None
81161; None
81162; None
81163; None
81164; None
81165; None
81166; None
81167; None
81168; None
81169; None
81170; None
81171; None
81172; None
81173; None
81174; None
81175; None
81176; Contains JmjC domain., Contains JmjN domain.
81177; None
81178; None
81179; None
81180; None
81181; None
81182; None
81183; None
81184; Belongs to the Nudix hydrolase family.
81185; None
81186; None
81187; None
81188; None
81189; None
81190; None
81191; None
81192; Contains NAC domain.
81193; None
81194; None
81195; None
81196; Contains helicase ATP-binding domain.
81197; None
81198; Belongs to the small GTPase superfamily. Rab family.
81199; Belongs to the cytochrome P450 family.
81200; None
81201; None
81202; None
81203; None
81204; None
81205; None
81206; None
81207; None
81208; None
81209; None
81210; Belongs to the ribosomal protein S15P family.
81211; None
81212; Contains MHD (mu homology) domain.
81213; None
81214; None
81215; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
81216; None
81217; None
81218; None
81219; None
81220; Belongs to the protein kinase superfamily.
81221; None
81222; None
81223; None
81224; None
81225; None
81226; Belongs to the dus family.
81227; None
81228; None
81229; None
81230; None
81231; Contains CTLH domain.
81232; None
81233; None
81234; None
81235; None
81236; None
81237; None
81238; None
81239; None
81240; None
81241; None
81242; Belongs to the enoyl-CoA hydratase/isomerase family.
81243; None
81244; None
81245; None
81246; Belongs to the yippee family.
81247; None
81248; None
81249; None
81250; None
81251; None
81252; None
81253; None
81254; None
81255; None
81256; None
81257; Contains ARID domain.
81258; Contains ADF-H domain.
81259; None
81260; None
81261; None
81262; None
81263; Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily.
81264; None
81265; None
81266; None
81267; None
81268; None
81269; None
81270; None
81271; None
81272; None
81273; None
81274; None
81275; None
81276; None
81277; Contains CRIB domain.
81278; None
81279; None
81280; None
81281; None
81282; None
81283; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
81284; None
81285; None
81286; None
81287; None
81288; None
81289; None
81290; None
81291; None
81292; None
81293; None
81294; None
81295; None
81296; None
81297; None
81298; None
81299; None
81300; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
81301; None
81302; None
81303; None
81304; None
81305; Belongs to the small GTPase superfamily. Rab family.
81306; None
81307; None
81308; None
81309; None
81310; None
81311; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
81312; Contains FCP1 homology domain., Contains FCPhomology domain.
81313; None
81314; None
81315; None
81316; None
81317; None
81318; None
81319; None
81320; None
81321; None
81322; None
81323; None
81324; Belongs to the RNA polymerase beta chain family.
81325; None
81326; None
81327; None
81328; Belongs to the glycosyl hydrolase 16 family.
81329; None
81330; None
81331; None
81332; None
81333; None
81334; None
81335; None
81336; None
81337; None
81338; None
81339; None
81340; Contains CRAL-TRIO domain.
81341; None
81342; None
81343; None
81344; None
81345; None
81346; None
81347; None
81348; None
81349; None
81350; None
81351; None
81352; None
81353; Contains NAC domain.
81354; Belongs to the class-I aminoacyl-tRNA synthetase family.
81355; None
81356; Belongs to the catalase family.
81357; None
81358; None
81359; None
81360; Belongs to the ALAD family.
81361; None
81362; None
81363; Belongs to the mitochondrial carrier (TC 2.A.29) family.
81364; None
81365; None
81366; Contains CRAL-TRIO domain.
81367; None
81368; None
81369; None
81370; None
81371; None
81372; None
81373; None
81374; None
81375; None
81376; None
81377; None
81378; None
81379; None
81380; Belongs to the chalcone isomerase family.
81381; None
81382; None
81383; None
81384; None
81385; None
81386; None
81387; None
81388; None
81389; None
81390; None
81391; None
81392; Belongs to the cytochrome P450 family.
81393; None
81394; Belongs to the Casparian strip membrane proteins (CASP) family.
81395; None
81396; Contains PCI domain.
81397; None
81398; None
81399; Belongs to the RuBisCO large chain family.
81400; None
81401; None
81402; None
81403; None
81404; None
81405; None
81406; None
81407; Belongs to the mitochondrial carrier (TC 2.A.29) family.
81408; None
81409; None
81410; None
81411; None
81412; None
81413; None
81414; None
81415; None
81416; None
81417; None
81418; Belongs to the metallophosphoesterase superfamily. Purple acid phosphatase family.
81419; Belongs to the histone H4 family.
81420; None
81421; None
81422; None
81423; None
81424; None
81425; None
81426; None
81427; None
81428; None
81429; None
81430; None
81431; None
81432; None
81433; Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family.
81434; None
81435; Belongs to the ITPK1 family.
81436; Belongs to the HAK/KUP transporter (TC 2.A.72.3) family.
81437; Belongs to the EPSP synthase family.
81438; None
81439; None
81440; Belongs to the protein kinase superfamily.
81441; None
81442; None
81443; None
81444; None
81445; None
81446; None
81447; None
81448; Belongs to the peptidase T1A family.
81449; None
81450; Belongs to the glycosyl hydrolase 16 family.
81451; None
81452; None
81453; Contains helicase ATP-binding domain., Contains helicase C-terminal domain.
81454; None
81455; None
81456; None
81457; None
81458; None
81459; None
81460; None
81461; None
81462; None
81463; None
81464; None
81465; None
81466; None
81467; None
81468; None
81469; None
81470; Belongs to the cytochrome P450 family.
81471; None
81472; None
81473; None
81474; None
81475; None
81476; None
81477; Contains LisH domain.
81478; None
81479; None
81480; Belongs to the DP1 family.
81481; None
81482; Belongs to the ribosomal protein L15e family.
81483; None
81484; None
81485; None
81486; None
81487; None
81488; None
81489; None
81490; Contains NAF domain., Contains protein kinase domain.
81491; None
81492; None
81493; None
81494; None
81495; None
81496; Belongs to the malic enzymes family.
81497; None
81498; None
81499; Belongs to the MlaE permease family.
81500; None
81501; None
81502; None
81503; None
81504; None
81505; None
81506; None
81507; None
81508; None
81509; None
81510; None
81511; Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family.
81512; None
81513; None
81514; None
81515; None
81516; Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.
81517; None
81518; None
81519; Belongs to the DP1 family.
81520; None
81521; None
81522; None
81523; None
81524; None
81525; None
81526; None
81527; None
81528; Contains Arf-GAP domain.
81529; Belongs to the HAK/KUP transporter (TC 2.A.72.3) family.
81530; None
81531; None
81532; None
81533; None
81534; None
81535; None
81536; None
81537; None
81538; None
81539; None
81540; None
81541; None
81542; None
81543; None
81544; None
81545; None
81546; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
81547; None
81548; None
81549; None
81550; None
81551; Belongs to the aspartate-semialdehyde dehydrogenase family.
81552; None
81553; None
81554; None
81555; None
81556; Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family.
81557; None
81558; None
81559; None
81560; None
81561; None
81562; None
81563; None
81564; None
81565; None
81566; None
81567; None
81568; None
81569; None
81570; None
81571; None
81572; None
81573; None
81574; None
81575; None
81576; None
81577; None
81578; None
81579; None
81580; None
81581; Contains Nop domain.
81582; None
81583; None
81584; None
81585; None
81586; None
81587; None
81588; None
81589; None
81590; None
81591; Belongs to the peptidase S10 family.
81592; None
81593; None
81594; None
81595; None
81596; None
81597; None
81598; None
81599; None
81600; None
81601; None
81602; None
81603; None
81604; Contains JmjC domain.
81605; None
81606; None
81607; None
81608; None
81609; None
81610; Belongs to the VPS35 family.
81611; Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily.
81612; None
81613; None
81614; None
81615; None
81616; None
81617; None
81618; None
81619; None
81620; None
81621; None
81622; None
81623; None
81624; None
81625; None
81626; None
81627; None
81628; None
81629; None
81630; None
81631; None
81632; None
81633; None
81634; None
81635; None
81636; None
81637; None
81638; None
81639; None
81640; None
81641; None
81642; None
81643; None
81644; Contains helicase ATP-binding domain., Contains helicase C-terminal domain.
81645; Belongs to the small GTPase superfamily. Rab family.
81646; None
81647; None
81648; None
81649; Contains NAF domain., Contains protein kinase domain.
81650; None
81651; Contains NAC domain.
81652; None
81653; None
81654; Belongs to the peptidase C19 family., Contains USP domain.
81655; Belongs to the small heat shock protein (HSP20) family.
81656; None
81657; None
81658; None
81659; None
81660; Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily.
81661; Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family.
81662; None
81663; Contains NAC domain.
81664; None
81665; None
81666; None
81667; Belongs to the TCP-1 chaperonin family.
81668; None
81669; None
81670; None
81671; None
81672; None
81673; None
81674; None
81675; None
81676; None
81677; Belongs to the iron/manganese superoxide dismutase family.
81678; None
81679; None
81680; None
81681; None
81682; None
81683; None
81684; Belongs to the protein kinase superfamily.
81685; None
81686; None
81687; Belongs to the lipoxygenase family., Contains lipoxygenase domain.
81688; None
81689; None
81690; None
81691; None
81692; None
81693; None
81694; None
81695; None
81696; None
81697; None
81698; None
81699; None
81700; None
81701; None
81702; None
81703; None
81704; None
81705; None
81706; None
81707; None
81708; None
81709; None
81710; Belongs to the DNA polymerase epsilon subunit B family.
81711; None
81712; None
81713; None
81714; None
81715; None
81716; None
81717; None
81718; None
81719; None
81720; None
81721; None
81722; None
81723; None
81724; None
81725; None
81726; None
81727; None
81728; None
81729; None
81730; None
81731; None
81732; None
81733; Belongs to the VPS29 family.
81734; None
81735; None
81736; Contains CTLH domain., Contains LisH domain.
81737; None
81738; None
81739; None
81740; None
81741; None
81742; None
81743; None
81744; None
81745; None
81746; None
81747; None
81748; None
81749; Belongs to the yippee family.
81750; None
81751; None
81752; Belongs to the ribosomal protein L23P family.
81753; None
81754; None
81755; None
81756; None
81757; Belongs to the protein kinase superfamily.
81758; None
81759; None
81760; None
81761; None
81762; None
81763; None
81764; None
81765; Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family.
81766; None
81767; None
81768; None
81769; None
81770; None
81771; None
81772; None
81773; None
81774; None
81775; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
81776; Belongs to the GST superfamily.
81777; Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily.
81778; Belongs to the DapA family.
81779; None
81780; None
81781; Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family.
81782; None
81783; None
81784; None
81785; None
81786; None
81787; None
81788; None
81789; None
81790; None
81791; None
81792; None
81793; None
81794; None
81795; None
81796; Contains FCP1 homology domain., Contains FCPhomology domain.
81797; None
81798; None
81799; None
81800; None
81801; None
81802; Belongs to the eIF-2B alpha/beta/delta subunits family.
81803; None
81804; None
81805; Belongs to the histone H2A family.
81806; None
81807; None
81808; None
81809; Contains NAC domain.
81810; None
81811; None
81812; None
81813; None
81814; Contains PARP catalytic domain.
81815; None
81816; None
81817; Belongs to the FPP/GGPP synthase family.
81818; Contains SWIRM domain.
81819; None
81820; None
81821; None
81822; Belongs to the small GTPase superfamily. Rab family.
81823; None
81824; None
81825; None
81826; None
81827; None
81828; Belongs to the group II decarboxylase family.
81829; None
81830; None
81831; None
81832; None
81833; None
81834; None
81835; None
81836; None
81837; None
81838; None
81839; None
81840; None
81841; Belongs to the sulfotransferase 1 family.
81842; None
81843; None
81844; None
81845; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
81846; Belongs to the polysaccharide lyase 1 family.
81847; Contains PARP catalytic domain.
81848; Belongs to the DP1 family.
81849; Belongs to the peptidase S10 family.
81850; None
81851; None
81852; None
81853; None
81854; None
81855; None
81856; None
81857; None
81858; None
81859; Belongs to the imidazoleglycerol-phosphate dehydratase family.
81860; None
81861; None
81862; None
81863; None
81864; None
81865; None
81866; Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily.
81867; None
81868; None
81869; None
81870; Belongs to the glycogen phosphorylase family.
81871; None
81872; None
81873; None
81874; None
81875; None
81876; None
81877; None
81878; None
81879; None
81880; None
81881; None
81882; None
81883; None
81884; None
81885; None
81886; None
81887; None
81888; None
81889; Contains ARID domain.
81890; None
81891; None
81892; None
81893; None
81894; Belongs to the protein kinase superfamily., Contains protein kinase domain.
81895; None
81896; None
81897; Belongs to the R-transferase family.
81898; None
81899; None
81900; None
81901; None
81902; None
81903; None
81904; None
81905; None
81906; None
81907; None
81908; None
81909; None
81910; None
81911; None
81912; None
81913; None
81914; None
81915; None
81916; None
81917; None
81918; None
81919; Contains Arf-GAP domain.
81920; None
81921; None
81922; None
81923; None
81924; None
81925; None
81926; None
81927; Belongs to the TrpA family.
81928; None
81929; None
81930; None
81931; None
81932; None
81933; None
81934; Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily.
81935; None
81936; None
81937; None
81938; None
81939; Belongs to the AAA ATPase family. Katanin p60 subunit A1 subfamily.
81940; None
81941; None
81942; None
81943; None
81944; None
81945; None
81946; None
81947; None
81948; None
81949; None
81950; None
81951; None
81952; Belongs to the small GTPase superfamily. Rab family.
81953; None
81954; None
81955; None
81956; None
81957; None
81958; None
81959; None
81960; None
81961; None
81962; None
81963; None
81964; None
81965; None
81966; None
81967; None
81968; None
81969; Belongs to the cysteine synthase/cystathionine beta-synthase family.
81970; None
81971; None
81972; None
81973; None
81974; None
81975; None
81976; None
81977; None
81978; None
81979; None
81980; Contains NAC domain.
81981; None
81982; None
81983; None
81984; None
81985; None
81986; None
81987; None
81988; None
81989; None
81990; None
81991; None
81992; None
81993; None
81994; None
81995; None
81996; None
81997; None
81998; None
81999; None
82000; None
82001; None
82002; None
82003; None
82004; None
82005; None
82006; None
82007; None
82008; None
82009; None
82010; None
82011; None
82012; None
82013; None
82014; None
82015; None
82016; None
82017; None
82018; None
82019; Belongs to the LDH/MDH superfamily. MDH type 1 family.
82020; None
82021; None
82022; None
82023; None
82024; None
82025; None
82026; None
82027; None
82028; None
82029; None
82030; None
82031; None
82032; None
82033; None
82034; None
82035; None
82036; None
82037; None
82038; None
82039; None
82040; None
82041; None
82042; Belongs to the terpene cyclase/mutase family.
82043; None
82044; None
82045; None
82046; None
82047; None
82048; None
82049; None
82050; None
82051; None
82052; None
82053; None
82054; None
82055; None
82056; None
82057; None
82058; None
82059; None
82060; None
82061; None
82062; Belongs to the glutamine synthetase family.
82063; None
82064; None
82065; Contains HIG1 domain., Contains HIGdomain.
82066; None
82067; None
82068; None
82069; None
82070; None
82071; Belongs to the AAA ATPase family.
82072; None
82073; None
82074; None
82075; Belongs to the ribosomal protein L44e family.
82076; None
82077; None
82078; None
82079; None
82080; None
82081; None
82082; None
82083; None
82084; None
82085; None
82086; None
82087; None
82088; None
82089; None
82090; None
82091; None
82092; None
82093; None
82094; None
82095; None
82096; None
82097; None
82098; None
82099; None
82100; None
82101; None
82102; None
82103; None
82104; None
82105; None
82106; None
82107; None
82108; None
82109; Belongs to the protein kinase superfamily.
82110; None
82111; None
82112; None
82113; None
82114; None
82115; Belongs to the glycosyl hydrolase 14 family.
82116; Belongs to the protein kinase superfamily.
82117; Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily.
82118; None
82119; None
82120; None
82121; None
82122; None
82123; None
82124; None
82125; None
82126; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
82127; None
82128; Belongs to the PPP phosphatase family.
82129; None
82130; None
82131; None
82132; None
82133; None
82134; None
82135; None
82136; None
82137; None
82138; None
82139; None
82140; Belongs to the LDH/MDH superfamily. MDH type 1 family.
82141; None
82142; None
82143; None
82144; None
82145; None
82146; None
82147; None
82148; None
82149; None
82150; None
82151; Belongs to the protein kinase superfamily.
82152; None
82153; None
82154; None
82155; None
82156; Belongs to the SWEET sugar transporter family.
82157; None
82158; Belongs to the metallophosphoesterase superfamily. Purple acid phosphatase family.
82159; None
82160; None
82161; None
82162; None
82163; None
82164; Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family.
82165; None
82166; None
82167; None
82168; None
82169; Belongs to the multicopper oxidase family., Contains 3 plastocyanin-like domains.
82170; None
82171; None
82172; None
82173; None
82174; None
82175; None
82176; None
82177; None
82178; None
82179; None
82180; None
82181; None
82182; None
82183; None
82184; None
82185; None
82186; None
82187; None
82188; Belongs to the SHMT family.
82189; None
82190; Belongs to the histone H2A family.
82191; Belongs to the SWEET sugar transporter family.
82192; None
82193; None
82194; None
82195; None
82196; None
82197; Belongs to the ABC transporter superfamily.
82198; Belongs to the histone H2B family.
82199; None
82200; None
82201; Belongs to the histone H3 family.
82202; None
82203; None
82204; None
82205; Belongs to the protein kinase superfamily.
82206; None
82207; None
82208; None
82209; None
82210; None
82211; None
82212; None
82213; None
82214; Belongs to the SRP68 family.
82215; None
82216; None
82217; None
82218; None
82219; None
82220; None
82221; None
82222; None
82223; None
82224; None
82225; None
82226; None
82227; None
82228; None
82229; Belongs to the glycosyltransferase 8 family.
82230; None
82231; None
82232; None
82233; None
82234; None
82235; None
82236; None
82237; None
82238; None
82239; None
82240; None
82241; Belongs to the pirin family.
82242; None
82243; Belongs to the small GTPase superfamily. Rab family.
82244; Belongs to the acyl-CoA dehydrogenase family.
82245; None
82246; None
82247; None
82248; None
82249; None
82250; None
82251; None
82252; None
82253; None
82254; None
82255; None
82256; None
82257; None
82258; None
82259; None
82260; None
82261; None
82262; None
82263; None
82264; Contains CTLH domain.
82265; None
82266; None
82267; None
82268; None
82269; None
82270; Belongs to the cytochrome c family.
82271; None
82272; None
82273; None
82274; Belongs to the ribosomal protein L23P family.
82275; None
82276; None
82277; None
82278; None
82279; None
82280; None
82281; None
82282; Contains peptidase S8 domain.
82283; None
82284; None
82285; None
82286; None
82287; None
82288; Belongs to the ribosomal protein S19P family.
82289; None
82290; None
82291; None
82292; Belongs to the class I fructose-bisphosphate aldolase family.
82293; None
82294; None
82295; None
82296; None
